title,category,code,name,lecturer,grade,class,season,time
2025年度,理工学部,R0253290,ゲーム理論と最適化手法,上田　俊,3年,専門科目(A1),後期,金３
2025年度,理工学部,R0254185,卒業研究,廣友　雅徳　他,4年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0402011,無機化学Ⅰ,米田　宏　他,2年,専門科目(A1),前期,火３
2025年度,理工学部,R0402012,無機化学Ⅱ,矢田　光徳　他,2年,専門科目(A1),後期,火３
2025年度,理工学部,R0402021,有機化学Ⅰ,花本　猛士　他,2年,専門科目(A1),前期,金５
2025年度,理工学部,R0402022,有機化学Ⅱ,小山田　重蔵　他,2年,専門科目(A1),後期,金３
2025年度,理工学部,R0402030,化学熱力学,成田　貴行　他,2年,専門科目(A1),前期,月１
2025年度,理工学部,R0402040,量子化学,坂口　幸一　他,2年,専門科目(A1),後期,金２
2025年度,理工学部,R0402060,反応分析化学,磯野　健一　他,2年,専門科目(A1),前期,金３
2025年度,理工学部,R0402070,分子計測化学,梅木　辰也　他,2年,専門科目(A1),後期,月１
2025年度,理工学部,R0402081,生物化学Ⅰ,長田　聡史,2年,専門科目(A1),後期,金１
2025年度,理工学部,R0402091,生命化学実験Ⅰ,梅木　辰也　他,2年,専門科目(A1),前期,火４、火５、木４、木５
2025年度,理工学部,R0402092,生命化学実験Ⅱ,山田　泰教　他,2年,専門科目(A1),後期,月４、月５、木４、木５
2025年度,理工学部,R0403015,生物無機化学,鯉川　雅之,3年,専門科目(A1),前期,金１
2025年度,理工学部,R0403025,生物有機化学,竹下　道範　他,3年,専門科目(A1),前期,火４
2025年度,理工学部,R0403050,生物物理化学,冨永　昌人　他,3年,専門科目(A1),前期,金２
2025年度,理工学部,R0403082,生物化学Ⅱ,長田　聡史,3年,専門科目(A1),前期,火１
2025年度,理工学部,R0403093,生命化学実験Ⅲ,竹下　道範　他,3年,専門科目(A1),前期,月４、月５、木４、木５
2025年度,理工学部,R0403094,生命化学実験Ⅳ,藤澤　知績　他,3年,専門科目(A1),後期,月４、月５、木４、木５
2025年度,理工学部,R0403100,固体化学,坂口　幸一,3年,専門科目(A1),後期,月３
2025年度,理工学部,R0403110,生命錯体化学,鯉川　雅之,3年,専門科目(A1),後期,火５
2025年度,理工学部,R0403120,有機機器分析化学,花本　猛士,3年,専門科目(A1),後期,金４
2025年度,理工学部,R0403130,分子薬理学,徳留　嘉寛,3年,専門科目(A1),後期,火４
2025年度,理工学部,R0403140,生物物性化学,冨永　昌人　他,3年,専門科目(A1),後期,金５
2025年度,理工学部,R0403150,分離化学,兒玉　宏樹,3年,専門科目(A1),後期,火２
2025年度,理工学部,R0403160,生命溶液化学,高椋　利幸,3年,専門科目(A1),後期,水３
2025年度,理工学部,R0452041,化学関連インターンシップS,川喜田　英孝　他,3年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0452042,化学関連インターンシップL,川喜田　英孝　他,3年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0453011,化学基礎英語Ⅰ,成田　貴行　他,3年,専門科目(A1),前期,火２
2025年度,理工学部,R0453011,化学基礎英語Ⅰ,冨永　昌人　他,3年,専門科目(A2),前期,火２
2025年度,理工学部,R0453012,化学基礎英語Ⅱ,川喜田　英孝,3年,専門科目(A1),後期,木３
2025年度,理工学部,R0454020,化学者倫理,成田　貴行　他,4年,専門科目(A1),前期,月２
2025年度,理工学部,R0454020,化学者倫理,森貞　真太郎　他,4年,専門科目(A2),前期,月２
2025年度,理工学部,R0454030,卒業研究,川喜田　英孝　他,4年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0502010,基礎無機化学,山田　泰教　他,2年,専門科目(A1),前期,火３
2025年度,理工学部,R0502015,無機化学,鯉川　雅之　他,2年,専門科目(A1),後期,火３
2025年度,理工学部,R0502030,基礎有機化学,竹下　道範　他,2年,専門科目(A1),前期,金５
2025年度,理工学部,R0502035,有機化学,竹下　道範　他,2年,専門科目(A1),後期,金３
2025年度,理工学部,R0502051,物理化学A,海野　雅司　他,2年,専門科目(A1),前期,月１
2025年度,理工学部,R0502052,物理化学B,海野　雅司　他,2年,専門科目(A1),後期,金２
2025年度,理工学部,R0502070,基礎分析化学,高椋　利幸　他,2年,専門科目(A1),前期,金３
2025年度,理工学部,R0502080,機器分析化学,高椋　利幸　他,2年,専門科目(A1),後期,月１
2025年度,理工学部,R0502090,基礎化学工学,森貞　真太郎　他,2年,専門科目(A1),後期,金１
2025年度,理工学部,R0502110,化学工学,森貞　真太郎　他,3年,専門科目(A1),前期,金４
2025年度,理工学部,R0502112,応用化学実験Ⅱ,山田　泰教　他,2年,専門科目(A1),後期,月４、月５、木４、木５
2025年度,理工学部,R0502180,移動現象論,川喜田　英孝　他,3年,専門科目(A1),後期,火４
2025年度,理工学部,R0503020,セラミックス科学,矢田　光徳,3年,専門科目(A1),前期,金１
2025年度,理工学部,R0503040,高分子化学,小山田　重蔵　他,3年,専門科目(A1),後期,月２
2025年度,理工学部,R0503060,応用物理化学,坂口　幸一　他,3年,専門科目(A1),前期,金２
2025年度,理工学部,R0503100,環境化学,兒玉　宏樹　他,3年,専門科目(A1),前期,月３
2025年度,理工学部,R0503111,応用化学実験Ⅰ,梅木　辰也　他,2年,専門科目(A1),前期,火４、火５、木４、木５
2025年度,理工学部,R0503113,応用化学実験Ⅲ,竹下　道範　他,3年,専門科目(A1),前期,月４、月５、木４、木５
2025年度,理工学部,R0503114,応用化学実験Ⅳ,森貞　真太郎　他,3年,専門科目(A1),後期,月４、月５、木４、木５
2025年度,理工学部,R0503120,無機材料科学,坂口　幸一,3年,専門科目(A1),後期,月３
2025年度,理工学部,R0503130,配位化学,山田　泰教,3年,専門科目(A1),後期,火２
2025年度,理工学部,R0503140,有機工業化学,花本　猛士,3年,専門科目(A1),後期,金４
2025年度,理工学部,R0503150,有機反応化学,竹下　道範　他,3年,専門科目(A1),前期,火４
2025年度,理工学部,R0503160,材料物性化学,海野　雅司　他,3年,専門科目(A1),後期,金５
2025年度,理工学部,R0503170,反応器設計論,大渡　啓介,3年,専門科目(A1),後期,水３
2025年度,理工学部,R0602011,物理数学A,河野　宏明（工）,2年,専門科目(A1),前期,月３
2025年度,理工学部,R0602012,物理数学B,高橋　智,2年,専門科目(A1),前期,月４
2025年度,理工学部,R0602013,物理数学C,高橋　智,2年,専門科目(A1),前期,月５
2025年度,理工学部,R0602014,物理数学D,橘　基,2年,専門科目(A1),後期,金３
2025年度,理工学部,R0602020,熱力学,鄭　旭光,2年,専門科目(A1),前期,火１
2025年度,理工学部,R0602031,解析力学Ⅰ,船久保　公一,2年,専門科目(A1),前期,金３
2025年度,理工学部,R0602032,解析力学Ⅱ,船久保　公一,2年,専門科目(A1),後期,金４
2025年度,理工学部,R0602041,電磁気学Ⅰ,高橋　智,2年,専門科目(A1),後期,月１
2025年度,理工学部,R0602050,物理学実験A,石渡　洋一　他,2年,専門科目(A1),後期,月３、月４、月５
2025年度,理工学部,R0602061,基礎統計力学Ⅰ,真木　一,2年,専門科目(A1),後期,金５
2025年度,理工学部,R0602110,波動,石渡　洋一,2年,専門科目(A1),前期,金２
2025年度,理工学部,R0603042,電磁気学Ⅱ,高橋　智,3年,専門科目(A1),前期,月１
2025年度,理工学部,R0603043,電磁気学Ⅲ,山内　一宏,3年,専門科目(A1),後期,木５
2025年度,理工学部,R0603062,基礎統計力学Ⅱ,真木　一,3年,専門科目(A1),前期,木４
2025年度,理工学部,R0603070,統計力学,青木　一,3年,専門科目(A1),後期,木３、木４
2025年度,理工学部,R0603081,量子力学Ⅰ,菊地　真吏子,3年,専門科目(A1),前期,火２、火３
2025年度,理工学部,R0603082,量子力学Ⅱ,青木　一,3年,専門科目(A1),後期,火４、火５
2025年度,理工学部,R0603131,物理学実験Ｂ（固体物理学実験）,真木　一,3年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0603132,物理学実験Ｂ（物性物理学実験）,岡山　泰,3年,専門科目(A1),後期,時間割外
2025年度,理工学部,R0603133,物理学実験Ｂ（放射線実験）,房安　貴弘,3年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0603134,物理学実験Ｂ（超伝導工房実験）,鄭　旭光,3年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0603140,相対論,船久保　公一,3年,専門科目(A1),後期,火２
2025年度,理工学部,R0603150,物性物理学,岡山　泰,3年,専門科目(A1),後期,火３
2025年度,理工学部,R0603160,放射線物理学,房安　貴弘,3年,専門科目(A1),前期,火５
2025年度,理工学部,R0603170,計算機物理学,房安　貴弘,2年,専門科目(A1),後期,金２
2025年度,理工学部,R0603180,宇宙物理学,船久保　公一,3年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0603190,固体物理学,鄭　旭光　他,3年,専門科目(A1),前期,火４
2025年度,理工学部,R0604090,科学英語,青木　一　他,4年,専門科目(A1),後期,木６
2025年度,理工学部,R0604100,卒業研究,青木　一　他,4年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0702010,流体力学,住　隆博,2年,専門科目(A1),後期,金１
2025年度,理工学部,R0702020,エネルギー機関論,仮屋　圭史,2年,専門科目(A1),後期,月４
2025年度,理工学部,R0703030,流体エネルギー工学,木上　洋一,3年,専門科目(A1),前期,火４
2025年度,理工学部,R0703040,熱エネルギー工学,有馬　博史,3年,専門科目(A1),前期,火５
2025年度,理工学部,R0703051,海洋エネルギー工学Ⅰ,今井　康貴,3年,専門科目(A1),前期,火３
2025年度,理工学部,R0703052,海洋エネルギー工学Ⅱ,池上　康之,3年,専門科目(A1),後期,月１
2025年度,理工学部,R0703060,資源エネルギー概論,光武　雄一,3年,専門科目(A1),後期,金３
2025年度,理工学部,R0703070,エネルギー輸送学,仮屋　圭史,3年,専門科目(A1),後期,木３
2025年度,理工学部,R0703081,エネルギー変換工学Ⅰ,光武　雄一,3年,専門科目(A1),後期,月２
2025年度,理工学部,R0703090,圧縮性流体力学,松尾　繁,3年,専門科目(A1),後期,金１
2025年度,理工学部,R0704082,エネルギー変換工学Ⅱ,宮良　明男,4年,専門科目(A1),前期,火２
2025年度,理工学部,R0752010,創造工学入門,石田　賢治　他,2年,専門科目(A1),前期,金２
2025年度,理工学部,R0752010,創造工学入門,大島　史洋　他,2年,専門科目(A2),前期,金２
2025年度,理工学部,R0752020,工業力学,塩見　憲正,2年,専門科目(A1),前期,月１
2025年度,理工学部,R0752020,工業力学,森田　繁樹,2年,専門科目(A2),前期,月１
2025年度,理工学部,R0752030,機械工作,長谷川　裕之,2年,専門科目(A1),前期,火４
2025年度,理工学部,R0752040,流体工学,松尾　繁,2年,専門科目(A1),前期,金１
2025年度,理工学部,R0752040,流体工学,木上　洋一,2年,専門科目(A2),前期,金１
2025年度,理工学部,R0752050,機械熱力学,宮良　明男,2年,専門科目(A1),前期,月２
2025年度,理工学部,R0752050,機械熱力学,光武　雄一,2年,専門科目(A2),前期,月２
2025年度,理工学部,R0752060,材料力学,服部　信祐,2年,専門科目(A1),前期,火３
2025年度,理工学部,R0752060,材料力学,萩原　世也,2年,専門科目(A2),前期,火３
2025年度,理工学部,R0752070,機械数学基礎,鶴　若菜,2年,専門科目(A1),前期,火５
2025年度,理工学部,R0752070,機械数学基礎,池上　康之,2年,専門科目(A2),前期,火５
2025年度,理工学部,R0752075,機械数学応用,寺本　顕武,2年,専門科目(A1),後期,月１
2025年度,理工学部,R0752080,ベクトル解析学,橋本　時忠,2年,専門科目(A1),後期,金３
2025年度,理工学部,R0752090,機械設計,馬渡　俊文　他,2年,専門科目(A1),後期,月２
2025年度,理工学部,R0752100,機械力学,カーン　タウヒドゥルイスラム,2年,専門科目(A1),後期,金２
2025年度,理工学部,R0752151,実用英語基礎Ⅰ,中野　京子　他,2年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0752151,実用英語基礎Ⅰ,中野　京子　他,2年,専門科目(A2),前期,集中講義
2025年度,理工学部,R0752152,実用英語基礎Ⅱ,Wagnitz Philip　他,2年,専門科目(A1),前期,月５
2025年度,理工学部,R0752152,実用英語基礎Ⅱ,Wagnitz Philip　他,2年,専門科目(A2),前期,月４
2025年度,理工学部,R0752161,機械工作実習Ⅰ,大島　史洋　他,2年,専門科目(A1),前期,水３、水４
2025年度,理工学部,R0752161,機械工作実習Ⅰ,大島　史洋　他,2年,専門科目(A2),前期,木３、木４
2025年度,理工学部,R0752162,機械工作実習Ⅱ,大島　史洋　他,2年,専門科目(A1),後期,水３、水４
2025年度,理工学部,R0752162,機械工作実習Ⅱ,大島　史洋　他,2年,専門科目(A2),後期,木３、木４
2025年度,理工学部,R0752180,機械製図基礎,服部　信祐,2年,専門科目(A1),後期,金４、金５
2025年度,理工学部,R0753110,数値計算法,住　隆博,3年,専門科目(A1),前期,火２
2025年度,理工学部,R0753120,科学技術英語,カーン　タウヒドゥルイスラム,3年,専門科目(A1),前期,金４
2025年度,理工学部,R0753130,機械システム制御,泉　清高,3年,専門科目(A1),前期,金１
2025年度,理工学部,R0753140,工学者の倫理,福永　圭悟,3年,専門科目(A1),後期,水３
2025年度,理工学部,R0753170,機械エネルギー工学実験,橋本　時忠　他,3年,専門科目(A1),前期,月３、月４
2025年度,理工学部,R0753170,機械エネルギー工学実験,橋本　時忠　他,3年,専門科目(A2),後期,月３、月４
2025年度,理工学部,R0753175,機械システム工学実験,泉　清高　他,3年,専門科目(A1),前期,月３、月４
2025年度,理工学部,R0753175,機械システム工学実験,泉　清高　他,3年,専門科目(A2),後期,月３、月４
2025年度,理工学部,R0753190,機械要素設計製図,武富　紳也,3年,専門科目(A1),前期,木４、木５
2025年度,理工学部,R0753195,機械工学設計製図,住　隆博,3年,専門科目(A1),後期,木４、木５
2025年度,理工学部,R0753200,創造工学演習,萩原　世也　他,3年,専門科目(A1),後期,火４
2025年度,理工学部,R0753220,機械実学PBL,萩原　世也　他,3年,専門科目(A1),後期,金２
2025年度,理工学部,R0753230,機械工学インターンシップ,只野　裕一,3年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0753230,機械工学インターンシップ,只野　裕一,3年,専門科目(A2),後期,集中講義
2025年度,理工学部,R0754210,卒業研究,光武　雄一　他,4年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0754210,卒業研究,只野　裕一　他,4年,専門科目(A2),前期,時間割外
2025年度,理工学部,R0802010,機構学,長谷川　裕之,2年,専門科目(A1),後期,金１
2025年度,理工学部,R0802020,構造システム力学,萩原　世也　他,2年,専門科目(A1),後期,月３
2025年度,理工学部,R0803030,トライボロジー概論,張　波,3年,専門科目(A1),前期,木３
2025年度,理工学部,R0803040,機械要素,馬渡　俊文,3年,専門科目(A1),前期,火１
2025年度,理工学部,R0803050,機械材料,森田　繁樹,3年,専門科目(A1),前期,火３
2025年度,理工学部,R0803060,材料強度学,武富　紳也,3年,専門科目(A1),前期,火４
2025年度,理工学部,R0803070,計測工学,寺本　顕武,3年,専門科目(A1),前期,月１
2025年度,理工学部,R0803080,ロボット工学,林　喜章,3年,専門科目(A1),前期,金３
2025年度,理工学部,R0803090,制御デバイス工学,泉　清高,3年,専門科目(A1),前期,月２
2025年度,理工学部,R0803100,生産システム概論,葉山　裕　他,3年,専門科目(A1),前期,水３
2025年度,理工学部,R0803110,マニュファクチャリングプロセス,大島　史洋,3年,専門科目(A1),後期,金３
2025年度,理工学部,R0803120,固体力学,只野　裕一,3年,専門科目(A1),後期,火３
2025年度,理工学部,R0803130,メカトロニクス,泉　清高,3年,専門科目(A1),後期,月１
2025年度,理工学部,R0803140,現代制御,佐藤　和也,3年,専門科目(A1),後期,火２、木３
2025年度,理工学部,R0803150,システム動力学,カーン　タウヒドゥルイスラム,3年,専門科目(A1),後期,金４
2025年度,理工学部,R0902050,電気系基礎力学,松田　吉隆,2年,専門科目(A1),後期,火３
2025年度,理工学部,R0903010,システム制御学,杉　剛直,3年,専門科目(A1),前期,木４
2025年度,理工学部,R0903020,エネルギーシステム工学,大津　康徳,3年,専門科目(A1),後期,月５
2025年度,理工学部,R0903030,電気機器学,村松　和弘,3年,専門科目(A1),後期,火３
2025年度,理工学部,R0903040,電気エネルギー工学実験,王　瑞敏　他,3年,専門科目(A1),前期,金３、金４
2025年度,理工学部,R0903045,応用電気エネルギー工学実験,原　重臣　他,3年,専門科目(A1),後期,金３、金４
2025年度,理工学部,R0903060,電気設計学,丸山　博　他,3年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0903070,電気機械エネルギー変換工学,福本　尚生,3年,専門科目(A1),後期,火５
2025年度,理工学部,R0903080,電気法規及び電力管理,伊藤　和久　他,3年,専門科目(A1),後期,水４
2025年度,理工学部,R0903090,環境電気工学,猪原　哲,3年,専門科目(A1),後期,金２
2025年度,理工学部,R0952010,微分方程式,後藤　聡,2年,専門科目(A1),前期,木５
2025年度,理工学部,R0952020,プログラミング論,伊藤　秀昭,2年,専門科目(A1),前期,火５
2025年度,理工学部,R0952031,電気回路Ⅰ及び演習,福本　尚生,2年,専門科目(A1),前期,火１、金２
2025年度,理工学部,R0952032,電気回路Ⅱ及び演習,郭　其新　他,2年,専門科目(A1),後期,月１、金２
2025年度,理工学部,R0952041,工学系電磁気学Ⅰ及び演習,田中　徹,2年,専門科目(A2),前期,火３、木３
2025年度,理工学部,R0952042,工学系電磁気学Ⅱ及び演習,村松　和弘,2年,専門科目(A1),後期,火４、木３
2025年度,理工学部,R0952051,電気電子工学共通実験Ⅰ,田中　高行　他,2年,専門科目(A1),前期,月３、月４
2025年度,理工学部,R0952052,電気電子工学共通実験Ⅱ,原　重臣　他,2年,専門科目(A1),後期,月３、月４
2025年度,理工学部,R0952060,基礎電子回路,王　瑞敏,2年,専門科目(A1),後期,木５
2025年度,理工学部,R0952110,複素関数論,猪原　哲,2年,専門科目(A1),前期,月１
2025年度,理工学部,R0952120,電子物性論,高橋　和敏,2年,専門科目(A1),前期,木４
2025年度,理工学部,R0952130,電子計測,木本　晃,2年,専門科目(A1),後期,木４
2025年度,理工学部,R0952140,電気電子材料学,斉藤　勝彦,2年,専門科目(A1),後期,金１
2025年度,理工学部,R0953033,電気回路Ⅲ及び演習,後藤　聡,3年,専門科目(A1),前期,金１
2025年度,理工学部,R0953043,工学系電磁気学Ⅲ及び演習,豊田　一彦,3年,専門科目(A1),前期,火４
2025年度,理工学部,R0953065,応用電子回路,大石　敏之,3年,専門科目(A1),前期,月１
2025年度,理工学部,R0953070,パワーエレクトロニクス,嘉数　誠　他,3年,専門科目(A1),前期,火２
2025年度,理工学部,R0953080,技術者倫理,嘉数　誠,3年,専門科目(A1),後期,月２
2025年度,理工学部,R0953090,技術英語,今村　真幸　他,3年,専門科目(A1),後期,木４
2025年度,理工学部,R0953150,分布定数回路,原　重臣,3年,専門科目(A1),前期,火５
2025年度,理工学部,R0953160,オプトエレクトロニクス,田中　徹,3年,専門科目(A1),前期,金２
2025年度,理工学部,R0953170,プラズマエレクトロニクス,大津　康徳,3年,専門科目(A1),後期,月１
2025年度,理工学部,R0953180,マイクロ波光工学,西山　英輔,3年,専門科目(A1),後期,火２
2025年度,理工学部,R0953190,電気電子工学インターンシップ,木本　晃,3年,専門科目(A1),前期,集中講義
2025年度,理工学部,R0953190,電気電子工学インターンシップ,木本　晃,3年,専門科目(A2),後期,集中講義
2025年度,理工学部,R0954100,卒業研究,村松　和弘　他,4年,専門科目(A1),前期,時間割外
2025年度,理工学部,R0954100,卒業研究,伊藤　秀昭　他,4年,専門科目(A2),前期,時間割外
2025年度,理工学部,R1002010,半導体デバイス工学,嘉数　誠　他,2年,専門科目(A1),後期,火５
2025年度,理工学部,R1002040,情報通信工学,堂薗　浩,2年,専門科目(A1),前期,金１
2025年度,理工学部,R1003020,論理回路,伊藤　秀昭,3年,専門科目(A1),前期,木５
2025年度,理工学部,R1003030,電子デバイス工学実験,王　瑞敏　他,3年,専門科目(A1),前期,金３、金４
2025年度,理工学部,R1003035,応用電子デバイス工学実験,原　重臣　他,3年,専門科目(A1),後期,金３、金４
2025年度,理工学部,R1003050,信号解析論,原　重臣,3年,専門科目(A1),前期,火３
2025年度,理工学部,R1003060,LSI回路設計,江口　正徳,3年,専門科目(A1),後期,木３
2025年度,理工学部,R1003070,アナログ回路設計,田中　高行,3年,専門科目(A1),後期,月５
2025年度,理工学部,R1003080,集積回路デバイス工学,大石　敏之,3年,専門科目(A1),後期,火４
2025年度,理工学部,R1102010,地盤工学Ⅱ,日野　剛徳,2年,専門科目(A1),後期,火３
2025年度,理工学部,R1102020,水理学Ⅱ,押川　英夫,2年,専門科目(A1),後期,金２
2025年度,理工学部,R1102030,水環境システム工学,ナルモン,2年,専門科目(A1),後期,月１
2025年度,理工学部,R1103040,都市基盤工学実験,押川　英夫　他,3年,専門科目(A1),前期,火４、火５、火６
2025年度,理工学部,R1103050,地盤環境学,日野　剛徳,3年,専門科目(A1),前期,月３
2025年度,理工学部,R1103060,道路工学,根上　武仁,3年,専門科目(A1),後期,火１
2025年度,理工学部,R1103070,流域水工学,大串　浩一郎,3年,専門科目(A1),後期,火２
2025年度,理工学部,R1152010,建設材料学,伊藤　幸広,2年,専門科目(A1),前期,月１
2025年度,理工学部,R1152021,構造力学演習Ⅰ,帯屋　洋之　他,2年,専門科目(A1),前期,月４、月５
2025年度,理工学部,R1152022,構造力学演習Ⅱ,Z. M. Nizam　他,2年,専門科目(A1),後期,月４、月５
2025年度,理工学部,R1152030,都市計画,猪八重　拓郎,2年,専門科目(A1),前期,火１
2025年度,理工学部,R1152041,工業数学Ⅰ,山西　博幸,2年,専門科目(A1),前期,火３
2025年度,理工学部,R1152051,水理学Ⅰ,大串　浩一郎　他,2年,専門科目(A1),前期,金１、金２
2025年度,理工学部,R1152061,地盤工学Ⅰ,根上　武仁,2年,専門科目(A1),前期,月２
2025年度,理工学部,R1152080,現代建築とデザイン,萬玉　直子,2年,専門科目(A1),前期,金３
2025年度,理工学部,R1152091,建築環境工学Ⅰ,中大窪　千晶,2年,専門科目(A1),前期,木３
2025年度,理工学部,R1152100,基礎設計製図演習,後藤　隆太郎　他,2年,専門科目(A1),前期,木４、木５
2025年度,理工学部,R1152110,測量学,三島　悠一郎,2年,専門科目(A1),前期,金４、金５
2025年度,理工学部,R1152120,建設技術総合演習,帯屋　洋之　他,2年,専門科目(A1),前期,集中講義
2025年度,理工学部,R1152130,技術者倫理,根上　武仁,2年,専門科目(A1),前期,月３
2025年度,理工学部,R1152141,建築都市デザイン演習Ⅰ(R),後藤　隆太郎　他,2年,専門科目(A1),後期,木４、木５
2025年度,理工学部,R1152151,建築空間史A,宮原　真美子,2年,専門科目(A1),後期,火３
2025年度,理工学部,R1152160,居住環境計画,後藤　隆太郎,2年,専門科目(A1),後期,金１
2025年度,理工学部,R1152170,廃棄物資源循環工学,ナルモン　他,2年,専門科目(A1),後期,金３、金４
2025年度,理工学部,R1152180,鉄筋コンクリート工学,伊藤　幸広,2年,専門科目(A1),後期,月２
